6,1,9,0,9990,0,9977,23,13,9978,10,2,0,0,10,1,2,5,1023
7,4,8,0,9988,0,9975,25,13,9975,9,4,0,0,12,4,3,5,1025
8,10,6,0,9984,0,9971,29,13,9971,8,5,0,0,16,10,3,7,1029
9,12,9,0,9979,0,9968,32,11,9968,8,3,0,0,21,12,3,8,1032
10,16,8,0,9976,0,9966,34,10,9966,7,3,0,0,24,16,3,8,1034
11,21,6,0,9973,0,9959,41,14,9959,10,4,0,0,27,21,4,10,1041
12,24,7,0,9969,0,9956,44,13,9956,10,3,0,0,31,24,4,11,1044
13,27,7,0,9966,0,9953,47,13,9953,9,4,0,0,34,27,5,11,1047
14,31,7,0,9962,0,9949,51,13,9949,8,5,0,0,38,31,5,12,1051
15,34,9,0,9957,0,9945,55,12,9945,9,3,0,0,43,34,5,12,1055
16,38,8,0,9954,0,9943,57,11,9943,7,4,0,0,46,38,5,13,1057
17,43,7,0,9950,0,9941,59,9,9941,4,5,0,0,50,43,6,13,1059
18,46,9,0,9945,0,9937,63,8,9937,7,1,0,0,55,46,6,13,1063
19,50,6,0,9944,0,9931,69,13,9931,11,2,0,0,56,50,8,14,1069
20,55,3,0,9942,0,9927,73,15,9927,10,5,0,0,58,55,8,15,1073
21,56,7,0,9937,0,9927,73,10,9927,7,3,0,0,63,56,8,15,1073
22,58,8,0,9934,0,9926,74,8,9927,1,6,0,0,66,58,8,16,1074
23,63,9,0,9928,0,9926,74,2,9926,1,1,0,0,72,63,8,16,1074
24,66,7,0,9927,0,9926,74,1,9926,1,0,0,0,73,66,8,16,1074
25,72,1,0,9927,0,9925,75,2,9925,1,1,0,0,73,72,9,16,1075
26,73,1,0,9926,0,9925,75,1,9925,1,0,0,0,74,73,9,16,1075
27,73,1,0,9926,0,9925,75,1,9925,1,0,0,0,74,73,9,16,1075
28,74,0,0,9926,0,9925,75,1,9925,0,1,0,0,74,74,9,16,1075
29,74,1,0,9925,0,9925,75,0,9925,0,0,0,0,75,74,9,16,1075
30,74,1,0,9925,0,9925,75,0,9925,0,0,0,0,75,74,9,16,1075
31,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
32,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
33,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
34,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
35,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
36,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
37,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
38,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
39,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
40,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
41,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
42,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
43,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
44,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
45,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
46,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
47,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
48,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
49,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
